city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,homeowner_tax,rent_amount,property_tax,fire_insurance,total
Rio de Janeiro,150,3,2,3,2,acept,not furnished,0,2430,38,32,2500
Porto Alegre,58,2,1,1,4,acept,not furnished,220,1320,67,20,1627
Sao Paulo,200,3,4,1,8,not acept,furnished,2200,6000,375,77,8652
Sao Paulo,196,3,4,2,1,not acept,not furnished,2200,3300,559,42,6101
Porto Alegre,40,1,1,0,3,not acept,furnished,0,2000,0,30,2030
Belo Horizonte,158,3,3,2,5,acept,not furnished,796,3700,360,50,4906
Campinas,48,1,2,0,2,acept,furnished,704,987,46,13,1750
Sao Paulo,72,2,1,1,7,acept,not furnished,438,1440,51,19,1948
Sao Paulo,65,2,1,0,2,acept,not furnished,425,1680,33,22,2160
Porto Alegre,60,2,1,1,7,acept,not furnished,320,1900,50,28,2298
Sao Paulo,48,1,1,1,19,acept,not furnished,588,1525,0,6,2119
Rio de Janeiro,47,1,1,0,2,not acept,not furnished,306,1400,22,19,1747
Porto Alegre,84,2,1,0,3,acept,not furnished,500,900,73,14,1487
Sao Paulo,186,4,2,2,2,acept,not furnished,1500,2500,0,32,4032
Belo Horizonte,85,3,2,2,2,not acept,not furnished,500,1500,114,20,2134
Sao Paulo,160,4,5,3,2,acept,furnished,1623,3800,834,49,6306
Rio de Janeiro,74,2,1,1,1,acept,not furnished,100,900,65,12,1077
Belo Horizonte,95,3,2,1,2,acept,not furnished,300,2300,182,31,2813
Sao Paulo,105,3,2,3,1,acept,not furnished,1250,1900,552,25,3727
Belo Horizonte,85,2,2,1,6,acept,not furnished,1105,1100,119,15,2339
Rio de Janeiro,103,3,2,1,3,acept,not furnished,1736,4500,290,58,6584
Sao Paulo,54,2,1,1,1,acept,not furnished,990,780,0,10,1780
Campinas,75,2,1,2,1,acept,not furnished,235,1400,25,18,1678
Sao Paulo,25,1,1,0,1,not acept,not furnished,0,1200,35,16,1251
Belo Horizonte,63,3,2,2,2,not acept,not furnished,180,1300,90,18,1588
Sao Paulo,47,2,1,1,12,acept,not furnished,597,1570,0,20,2187
Rio de Janeiro,140,3,2,3,2,acept,furnished,926,4235,145,55,5361
Rio de Janeiro,40,1,1,0,2,acept,not furnished,380,1110,0,15,1505
Belo Horizonte,115,3,2,1,2,not acept,not furnished,334,2200,110,30,2674
Sao Paulo,160,4,3,2,9,acept,furnished,2800,9530,286,121,12740
Rio de Janeiro,75,2,1,1,2,acept,not furnished,450,1100,50,15,1615
Porto Alegre,80,2,1,0,1,acept,not furnished,0,950,65,14,1029
Sao Paulo,199,3,4,5,17,acept,furnished,2800,4000,1500,51,8351
Belo Horizonte,70,2,1,1,6,acept,not furnished,370,1100,103,15,1588
Sao Paulo,250,3,2,1,2,acept,not furnished,3200,8500,5000,108,16810
Rio de Janeiro,27,1,1,0,12,acept,furnished,350,1700,67,22,2139
Sao Paulo,54,2,1,1,12,not acept,not furnished,720,2010,71,26,2827
Sao Paulo,225,4,5,4,22,acept,furnished,2000,9000,1192,115,12310
Sao Paulo,125,3,2,1,9,acept,not furnished,1000,4655,200,59,5914
Sao Paulo,186,3,3,2,22,not acept,not furnished,1350,5435,405,69,7259
Rio de Janeiro,154,3,3,1,5,acept,not furnished,1450,5000,367,65,6882
Sao Paulo,246,3,4,3,8,acept,not furnished,3200,4500,794,58,8552
Porto Alegre,78,2,1,0,3,acept,not furnished,280,1380,32,21,1713
Belo Horizonte,165,3,2,4,2,acept,furnished,230,2870,142,39,3281
Campinas,63,2,1,0,1,acept,not furnished,430,950,0,13,1393
Belo Horizonte,200,4,2,2,5,acept,not furnished,2341,4000,421,54,6816
Sao Paulo,298,4,5,4,1,not acept,not furnished,3600,6000,1250,77,10930
Sao Paulo,154,3,1,3,17,acept,furnished,830,6700,400,85,8015
Campinas,110,3,2,2,7,not acept,not furnished,900,2100,100,27,3127
Sao Paulo,32,1,1,1,18,not acept,furnished,1600,3500,234,45,5379
Rio de Janeiro,170,4,3,2,10,acept,not furnished,2500,2430,500,32,5462
Sao Paulo,69,2,1,0,8,acept,not furnished,1100,1600,0,21,2721
Rio de Janeiro,118,2,2,1,6,acept,not furnished,1600,3950,271,51,5872
Rio de Janeiro,90,3,1,0,4,acept,not furnished,370,2800,109,37,3316
Campinas,65,1,1,1,9,acept,not furnished,380,1200,83,16,1679
Sao Paulo,260,4,3,4,1,acept,furnished,2780,4000,1200,51,8031
Sao Paulo,182,3,5,3,10,acept,not furnished,3600,4900,875,63,9438
Sao Paulo,41,1,1,1,10,not acept,not furnished,900,3500,100,45,4545
Sao Paulo,100,1,3,2,8,not acept,furnished,800,2500,125,32,3457
Sao Paulo,66,2,1,0,7,acept,not furnished,356,1650,0,21,2027
Belo Horizonte,71,3,2,2,4,acept,not furnished,660,970,149,13,1792
Campinas,94,2,1,1,1,acept,not furnished,525,1200,88,16,1829
Rio de Janeiro,80,2,2,1,2,acept,not furnished,662,1380,215,18,2275
Sao Paulo,41,1,1,1,4,not acept,furnished,380,3220,0,13,3613
Porto Alegre,47,1,1,1,1,not acept,furnished,400,2200,0,33,2633
Rio de Janeiro,70,3,1,1,2,acept,not furnished,550,1200,0,16,1766
Campinas,58,1,1,1,3,acept,not furnished,710,720,40,10,1480
Sao Paulo,200,3,4,4,8,acept,furnished,1800,5600,860,71,8331
Rio de Janeiro,40,1,1,0,3,acept,not furnished,262,725,0,10,997
Sao Paulo,96,3,2,1,12,acept,not furnished,1122,3050,231,39,4442
Sao Paulo,132,3,2,2,8,acept,furnished,1650,4000,400,51,6101
Belo Horizonte,106,3,2,2,7,not acept,not furnished,1294,2200,239,30,3763
Sao Paulo,150,3,3,2,3,acept,furnished,2100,2000,584,26,4710
Sao Paulo,68,3,1,1,7,not acept,not furnished,700,1400,0,18,2118
Porto Alegre,180,4,5,3,9,acept,furnished,2500,10500,410,154,13560
Porto Alegre,44,1,1,1,9,acept,not furnished,280,1170,31,18,1499
Rio de Janeiro,75,2,1,0,3,acept,not furnished,888,1900,267,25,3080
Sao Paulo,58,2,2,1,6,acept,not furnished,450,4700,5,60,5215
Sao Paulo,72,2,1,0,9,acept,not furnished,760,2200,17,28,3005
Rio de Janeiro,150,3,2,1,10,acept,not furnished,1500,1300,140,17,2957
Sao Paulo,70,2,2,0,3,not acept,not furnished,260,2280,92,29,2661
Porto Alegre,45,1,1,1,1,acept,not furnished,240,740,7,11,998
Porto Alegre,55,2,1,0,3,acept,not furnished,350,650,42,10,1052
Rio de Janeiro,106,2,2,1,2,acept,not furnished,1550,4000,323,52,5925
Porto Alegre,84,2,2,2,6,acept,not furnished,657,3200,189,47,4093
Porto Alegre,260,2,2,1,3,not acept,not furnished,350,1640,0,24,2014
Sao Paulo,73,2,2,1,11,acept,not furnished,700,1250,150,16,2116
Sao Paulo,334,4,6,5,4,acept,not furnished,3790,3800,2435,49,10070
Sao Paulo,67,2,1,1,6,acept,not furnished,313,1200,167,16,1696
Sao Paulo,71,2,1,0,8,not acept,not furnished,764,1800,0,23,2587
Sao Paulo,280,3,4,3,4,not acept,not furnished,4200,7600,1250,97,13150
Porto Alegre,82,3,2,1,6,acept,not furnished,700,2500,59,37,3296
Sao Paulo,380,4,5,4,4,acept,not furnished,4000,8000,2667,102,14770
Porto Alegre,105,3,2,2,1,acept,not furnished,600,2390,134,35,3159
Sao Paulo,55,1,1,1,10,acept,furnished,570,1800,0,7,2377
Sao Paulo,70,2,2,1,5,acept,furnished,820,3100,117,40,4077
Sao Paulo,48,2,1,1,1,acept,not furnished,480,1710,0,22,2212
Sao Paulo,200,3,4,2,2,acept,not furnished,2700,9180,0,117,12000
Sao Paulo,46,2,1,0,5,acept,not furnished,0,1200,0,16,1216
Rio de Janeiro,140,3,2,1,10,acept,not furnished,1600,3600,375,47,5622
Sao Paulo,101,3,3,2,1,acept,not furnished,780,4600,330,59,5769
Sao Paulo,340,2,4,3,14,acept,not furnished,4900,15000,917,191,21010
Sao Paulo,400,4,5,4,13,acept,furnished,2700,7000,1500,89,11290
Campinas,55,2,1,1,2,acept,not furnished,453,749,44,10,1256
Rio de Janeiro,45,2,1,1,9,acept,not furnished,560,1450,18,19,2047
Rio de Janeiro,75,2,1,0,1,acept,furnished,750,3190,196,42,4178
Sao Paulo,86,3,1,1,6,acept,not furnished,460,3150,0,40,3650
Rio de Janeiro,82,2,1,1,11,acept,not furnished,750,1840,83,24,2697
Sao Paulo,270,5,4,4,6,not acept,not furnished,3500,7000,1684,89,12270
Sao Paulo,470,4,6,2,7,acept,not furnished,3000,7200,1000,109,11310
Sao Paulo,62,2,2,0,6,not acept,not furnished,645,1400,92,18,2155
Sao Paulo,64,2,2,1,4,acept,not furnished,690,2500,5,32,3227
Sao Paulo,58,2,1,1,2,acept,not furnished,170,1100,0,14,1284
Porto Alegre,75,2,2,0,9,not acept,not furnished,436,1350,50,20,1856
Sao Paulo,200,2,2,2,11,acept,furnished,2900,11000,560,140,14600
Sao Paulo,36,1,1,1,11,acept,not furnished,380,1600,60,21,2061
Porto Alegre,120,2,2,1,8,acept,not furnished,850,1700,134,25,2709
Porto Alegre,62,2,2,2,3,acept,not furnished,540,1600,9,24,2173
Belo Horizonte,67,2,2,2,7,not acept,not furnished,831,3170,34,43,4078
Sao Paulo,161,3,3,3,8,acept,not furnished,1762,2500,741,32,5035
Sao Paulo,178,4,4,4,16,acept,not furnished,2200,4500,688,58,7446
Porto Alegre,88,3,2,0,2,acept,not furnished,520,1658,31,25,2234
Belo Horizonte,50,2,1,1,4,acept,not furnished,145,700,62,10,917
Belo Horizonte,89,3,2,1,2,acept,not furnished,330,1300,138,18,1786
Sao Paulo,73,2,1,1,4,acept,not furnished,680,1300,21,17,2018
Sao Paulo,95,3,2,2,14,acept,furnished,1000,4500,325,58,5883
Rio de Janeiro,54,2,1,1,9,acept,not furnished,560,1600,0,21,2181
Belo Horizonte,150,4,1,3,4,acept,furnished,1600,4350,542,58,6550
Rio de Janeiro,139,2,3,1,5,acept,not furnished,720,5966,387,77,7150
Porto Alegre,45,1,1,0,4,acept,furnished,200,1700,55,25,1980
Sao Paulo,120,3,3,1,4,acept,not furnished,1015,2870,0,37,3922
Sao Paulo,72,2,1,1,5,acept,not furnished,899,1280,6,17,2202
Sao Paulo,158,3,4,3,5,not acept,furnished,1950,12000,738,153,14840
Sao Paulo,22,1,1,0,26,acept,not furnished,384,2100,40,27,2551
Sao Paulo,105,3,2,1,2,acept,not furnished,1937,2380,374,31,4722
Sao Paulo,50,2,1,1,5,acept,not furnished,420,1500,3,20,1943
Belo Horizonte,65,2,2,0,3,acept,not furnished,210,1200,19,16,1445
Sao Paulo,108,3,2,2,2,acept,not furnished,980,2000,195,26,3201
Campinas,50,1,1,0,2,acept,not furnished,450,1080,15,14,1559
Campinas,74,3,2,1,10,acept,not furnished,700,1800,120,23,2643
Rio de Janeiro,71,2,2,1,13,not acept,furnished,2438,5500,246,71,8255
Porto Alegre,52,2,1,1,5,acept,not furnished,400,1100,42,17,1559
Belo Horizonte,355,3,4,8,8,acept,not furnished,2700,6000,1106,80,9886
Porto Alegre,162,3,1,0,1,acept,not furnished,440,1300,67,19,1826
Sao Paulo,90,1,1,0,11,not acept,not furnished,300,2000,0,26,2326
Porto Alegre,62,2,1,1,7,not acept,not furnished,485,1377,54,21,1937
Sao Paulo,78,1,1,0,2,acept,not furnished,420,2522,25,32,2999
Sao Paulo,50,2,1,1,2,acept,not furnished,380,1500,88,20,1988
Porto Alegre,35,1,1,0,2,acept,furnished,350,1500,50,22,1922
Sao Paulo,30,1,1,0,3,not acept,not furnished,340,920,0,12,1272
Sao Paulo,251,4,4,3,10,acept,not furnished,2700,4200,1250,54,8204
Sao Paulo,77,2,1,1,1,acept,furnished,1300,2600,100,33,4033
Sao Paulo,112,3,3,2,8,not acept,not furnished,1222,3250,486,42,5000
Campinas,273,4,2,2,4,acept,furnished,2100,2470,366,32,4968
Rio de Janeiro,55,1,1,1,8,acept,not furnished,400,1100,9,15,1524
Campinas,80,3,2,2,14,not acept,not furnished,704,1800,83,23,2610
Rio de Janeiro,110,3,2,1,9,acept,not furnished,1100,2500,100,33,3733
Sao Paulo,262,4,5,4,17,acept,not furnished,2500,2250,1350,29,6129
Rio de Janeiro,38,1,1,0,12,not acept,not furnished,600,1700,82,22,2404
Sao Paulo,140,2,2,1,3,not acept,not furnished,2000,12500,279,159,14940
Porto Alegre,46,1,1,1,3,acept,not furnished,280,1099,55,17,1451
Porto Alegre,55,2,1,0,4,acept,not furnished,390,1500,42,22,1954
Rio de Janeiro,70,2,1,1,5,not acept,not furnished,470,1710,100,23,2303
Sao Paulo,60,2,2,1,1,acept,not furnished,600,1860,0,24,2484
Sao Paulo,87,3,2,2,5,not acept,not furnished,750,4000,250,51,5051
Porto Alegre,64,2,2,0,7,not acept,not furnished,550,1350,52,20,1972
Rio de Janeiro,85,2,2,1,12,acept,furnished,3499,9000,769,116,13380
Porto Alegre,140,3,4,2,12,acept,not furnished,1990,3490,292,51,5823
Sao Paulo,288,4,5,4,8,acept,not furnished,3635,5025,1155,64,9879
Sao Paulo,64,3,1,1,2,acept,not furnished,470,1200,110,16,1796
Sao Paulo,62,2,2,1,1,not acept,furnished,684,5050,227,64,6025
Sao Paulo,200,4,3,2,8,acept,not furnished,2744,4100,1615,52,8511
Belo Horizonte,450,4,3,4,8,acept,furnished,2000,12750,717,170,15640
Sao Paulo,72,3,2,1,11,acept,not furnished,800,3010,0,39,3849
Rio de Janeiro,75,2,1,1,6,acept,not furnished,970,1750,42,23,2785
Sao Paulo,77,2,2,1,6,acept,not furnished,900,3000,80,39,4019
Sao Paulo,57,1,1,0,5,acept,furnished,300,6000,17,77,6394
Sao Paulo,103,3,3,0,6,acept,not furnished,1530,6000,320,77,7927
Sao Paulo,180,3,2,1,8,acept,furnished,2000,12000,334,153,14490
Porto Alegre,80,2,1,1,1,acept,not furnished,0,833,4,13,850
Sao Paulo,25,1,1,1,8,acept,furnished,0,4000,0,51,4051
Campinas,248,3,4,4,2,acept,not furnished,2648,8000,667,102,11420
Sao Paulo,62,1,1,0,4,acept,furnished,670,2300,0,30,3000
Sao Paulo,85,2,1,0,2,acept,not furnished,259,1800,0,23,2082
Belo Horizonte,93,2,1,0,12,not acept,not furnished,475,1600,70,22,2167
Sao Paulo,28,1,1,0,5,acept,not furnished,450,1999,42,26,2517
Sao Paulo,162,2,3,3,3,not acept,furnished,2200,15000,959,191,18350
Sao Paulo,40,1,1,1,12,acept,not furnished,651,1900,30,25,2606
Sao Paulo,270,3,4,4,4,acept,furnished,3200,4800,928,61,8989
Sao Paulo,65,2,1,1,8,acept,furnished,1082,3820,134,49,5085
Porto Alegre,83,2,2,1,5,acept,not furnished,450,1400,67,21,1938
Sao Paulo,340,4,5,5,9,acept,not furnished,4800,7500,1917,96,14310
Belo Horizonte,28,1,1,1,6,not acept,furnished,720,890,65,12,1687
Sao Paulo,423,4,5,7,28,acept,not furnished,5785,14000,2647,178,22610
Sao Paulo,16,1,1,0,1,not acept,not furnished,0,850,35,11,896
Porto Alegre,38,1,1,0,3,acept,not furnished,300,1300,53,19,1672
Belo Horizonte,210,4,4,4,3,acept,not furnished,2680,7000,146,94,9920
Sao Paulo,380,4,5,5,2,acept,not furnished,6500,3400,1125,44,11070
Rio de Janeiro,289,3,2,1,6,acept,not furnished,3000,5000,667,65,8732
Campinas,83,2,3,1,7,acept,not furnished,1100,1500,42,20,2662
Sao Paulo,120,4,3,3,8,acept,not furnished,1680,3430,622,44,5776
Porto Alegre,60,2,2,1,6,acept,not furnished,606,1080,88,16,1790
Sao Paulo,108,4,3,2,4,acept,not furnished,1134,6500,609,83,8326
Sao Paulo,345,2,3,2,4,not acept,not furnished,3655,12000,783,153,16590
Sao Paulo,210,3,4,4,13,acept,furnished,1475,10000,650,127,12250
Rio de Janeiro,80,2,1,0,3,acept,furnished,600,5300,34,69,6003
Sao Paulo,270,4,4,4,4,acept,not furnished,3900,2900,0,37,6837
Porto Alegre,60,2,1,0,3,acept,not furnished,290,770,45,12,1117
Rio de Janeiro,64,2,1,1,1,acept,not furnished,810,2900,172,38,3920
Rio de Janeiro,90,2,2,0,4,not acept,furnished,857,4800,208,62,5927
Sao Paulo,157,3,3,1,5,acept,not furnished,1325,4500,347,58,6230
Campinas,100,3,2,1,3,acept,not furnished,690,1300,76,17,2083
Campinas,86,3,2,2,3,acept,not furnished,420,2340,81,30,2871
Sao Paulo,56,2,1,1,13,not acept,not furnished,390,1800,9,23,2222
Rio de Janeiro,40,1,1,0,7,not acept,furnished,735,2900,137,38,3810
Sao Paulo,188,3,4,1,8,acept,not furnished,2100,10000,562,127,12790
Campinas,44,2,1,1,4,acept,furnished,310,1800,34,23,2167
Rio de Janeiro,300,3,2,0,5,acept,not furnished,3000,2970,709,39,6718
Rio de Janeiro,101,3,3,2,4,acept,not furnished,2163,5000,377,65,7605
Belo Horizonte,130,3,1,1,2,acept,not furnished,0,2000,293,27,2320
Sao Paulo,120,4,3,3,16,acept,not furnished,1420,6160,390,79,8049
Sao Paulo,140,3,4,2,24,acept,not furnished,1583,8500,456,108,10650
Rio de Janeiro,100,3,1,0,12,acept,not furnished,1367,3399,217,44,5027
Sao Paulo,77,2,2,2,18,acept,not furnished,547,3000,203,39,3789
Campinas,45,1,1,0,1,acept,not furnished,0,770,34,10,814
Belo Horizonte,53,3,1,0,4,acept,not furnished,230,1000,68,14,1312
Campinas,75,3,2,1,2,acept,not furnished,280,900,0,12,1192
Porto Alegre,120,2,2,1,3,acept,furnished,360,2525,75,37,2997
Campinas,100,3,2,0,2,not acept,not furnished,815,808,81,11,1715
Porto Alegre,73,2,2,1,6,acept,furnished,450,2450,94,36,3030
Rio de Janeiro,70,2,1,1,5,not acept,not furnished,600,3000,167,39,3806
Sao Paulo,110,2,4,2,2,acept,furnished,2100,6375,500,81,9056
Sao Paulo,200,3,2,2,8,acept,not furnished,1626,3000,0,39,4665
Sao Paulo,75,2,2,2,6,acept,not furnished,700,1198,227,16,2141
Rio de Janeiro,270,3,2,1,6,not acept,not furnished,2000,4000,1000,52,7052
Rio de Janeiro,102,3,2,0,12,not acept,not furnished,900,3100,380,40,4420
Sao Paulo,63,2,2,1,16,acept,not furnished,690,1850,103,24,2667
Sao Paulo,131,3,2,2,6,not acept,furnished,1400,3000,534,39,4973
Sao Paulo,37,1,1,1,25,not acept,furnished,440,2850,152,37,3479
Sao Paulo,135,3,3,1,10,acept,furnished,1600,4300,250,55,6205
Porto Alegre,67,3,2,1,1,acept,not furnished,406,1399,56,21,1882
Sao Paulo,25,1,1,0,1,not acept,not furnished,0,1049,31,14,1094
Sao Paulo,190,3,2,2,9,acept,not furnished,1700,5700,492,73,7965
Sao Paulo,105,3,2,2,2,acept,not furnished,1320,7300,275,93,8988
Sao Paulo,48,1,1,2,5,not acept,furnished,1313,4500,248,58,6119
Sao Paulo,75,3,2,1,11,not acept,not furnished,980,2000,109,26,3115
Rio de Janeiro,37,1,1,0,7,acept,not furnished,600,1840,247,24,2711
Sao Paulo,305,3,6,3,8,acept,furnished,2980,10000,1834,127,14940
Rio de Janeiro,80,2,2,1,2,acept,not furnished,1100,3776,167,49,5092
Campinas,69,2,2,1,14,acept,not furnished,325,1800,130,23,2278
Sao Paulo,36,1,1,1,13,acept,not furnished,250,1850,0,24,2124
Sao Paulo,28,1,1,0,1,acept,not furnished,568,2150,0,28,2746
Porto Alegre,110,1,2,1,4,acept,not furnished,540,2040,179,30,2789
Porto Alegre,88,2,1,0,1,acept,furnished,270,1300,27,19,1616
Sao Paulo,122,3,2,1,17,acept,not furnished,970,3860,113,49,4992
Belo Horizonte,85,2,1,1,3,acept,not furnished,250,1250,88,17,1605
Sao Paulo,36,1,1,0,10,acept,furnished,345,1600,30,21,1996
Belo Horizonte,80,3,2,1,2,acept,not furnished,720,1900,195,26,2841
Sao Paulo,114,3,3,0,7,not acept,not furnished,1480,2289,542,29,4340
Belo Horizonte,150,3,2,2,1,acept,not furnished,808,1600,240,22,2670
Sao Paulo,70,2,1,0,6,acept,not furnished,480,1800,0,23,2303
Campinas,47,1,1,1,18,acept,furnished,582,2700,135,35,3452
Sao Paulo,70,3,2,2,13,not acept,not furnished,700,2910,84,37,3731
Sao Paulo,70,2,2,2,16,acept,not furnished,1400,3300,84,42,4826
Rio de Janeiro,37,1,1,0,1,acept,not furnished,1100,1900,250,25,3275
Sao Paulo,136,3,2,2,2,acept,not furnished,1546,2800,252,36,4634
Rio de Janeiro,60,2,1,0,6,not acept,furnished,498,2000,185,26,2709
Sao Paulo,65,2,2,1,4,acept,not furnished,600,1540,290,20,2450
Sao Paulo,180,3,4,3,12,acept,furnished,1600,3400,250,44,5294
Sao Paulo,130,3,3,2,3,acept,not furnished,1140,4000,292,51,5483
Sao Paulo,180,2,3,2,13,acept,not furnished,0,12500,0,159,12660
Belo Horizonte,55,2,2,1,6,not acept,not furnished,380,1700,75,23,2178
Sao Paulo,79,2,1,2,8,acept,not furnished,705,6250,0,80,7035
Sao Paulo,47,1,1,1,3,acept,furnished,907,9200,313,117,10540
Sao Paulo,65,2,1,1,3,acept,not furnished,1300,2550,109,33,3992
Campinas,292,4,4,3,13,acept,not furnished,1650,3750,424,48,5872
Belo Horizonte,181,4,2,2,1,acept,furnished,1530,4000,434,54,6018
Sao Paulo,300,2,3,2,8,not acept,furnished,3000,5120,500,65,8685
Sao Paulo,366,4,5,5,8,acept,furnished,4000,15000,1834,191,21030
Rio de Janeiro,115,3,3,1,7,acept,not furnished,1254,3150,179,41,4624
Belo Horizonte,216,4,5,5,12,acept,not furnished,600,7500,0,100,8200
Sao Paulo,70,2,1,1,3,not acept,not furnished,710,820,45,11,1586
Sao Paulo,65,3,2,2,3,acept,not furnished,245,3000,1,39,3285
Sao Paulo,88,3,3,2,5,acept,not furnished,700,2900,190,37,3827
Sao Paulo,54,1,1,0,8,acept,not furnished,350,1870,3,24,2247
Sao Paulo,95,1,2,2,15,acept,not furnished,1859,8000,566,102,10530
Sao Paulo,800,4,5,4,9,acept,not furnished,6000,15000,3334,191,24530
Rio de Janeiro,38,1,1,0,10,acept,furnished,640,1940,65,25,2670
Sao Paulo,178,2,4,3,2,acept,not furnished,2580,6000,70,77,8727
Sao Paulo,310,2,6,3,11,not acept,not furnished,2300,6000,764,77,9141
Sao Paulo,66,1,1,1,1,acept,furnished,550,2600,50,33,3233
Rio de Janeiro,90,3,2,0,4,acept,not furnished,921,2550,142,33,3646
Sao Paulo,180,3,3,2,11,acept,furnished,3100,4250,625,54,8029
Rio de Janeiro,40,1,1,0,2,acept,not furnished,480,1100,20,15,1615
Sao Paulo,150,3,2,1,5,acept,not furnished,1300,5500,221,70,7091
Sao Paulo,37,1,1,0,12,not acept,not furnished,346,2900,69,37,3352
Sao Paulo,71,2,2,1,3,acept,not furnished,730,2800,234,36,3800
Sao Paulo,130,3,2,2,5,acept,not furnished,1400,5000,584,64,7048
Rio de Janeiro,75,2,2,1,1,acept,not furnished,990,2700,145,35,3870
Sao Paulo,45,1,1,1,2,acept,furnished,1000,1760,167,23,2950
Sao Paulo,63,2,2,1,1,not acept,not furnished,360,1600,66,21,2047
Sao Paulo,99,2,1,1,6,not acept,not furnished,1300,4300,125,55,5780
Sao Paulo,170,4,4,3,9,acept,not furnished,1990,8250,594,105,10940
Belo Horizonte,67,2,2,1,3,acept,furnished,400,1612,59,22,2093
Sao Paulo,126,2,2,2,8,acept,not furnished,1000,2300,263,30,3593
Rio de Janeiro,70,2,2,2,3,acept,not furnished,900,1700,265,22,2887
Rio de Janeiro,57,1,1,1,3,acept,not furnished,653,1717,64,23,2457
Porto Alegre,27,1,1,0,6,not acept,not furnished,300,694,13,11,1018
Campinas,78,1,2,1,6,acept,not furnished,762,1840,50,24,2676
Sao Paulo,162,2,2,3,6,acept,furnished,1500,15000,609,191,17300
Sao Paulo,85,2,2,2,4,acept,furnished,1028,2550,290,33,3901
Rio de Janeiro,67,2,1,1,2,acept,not furnished,682,1100,60,15,1857
Rio de Janeiro,122,3,1,0,6,acept,furnished,1000,2000,220,26,3246
Sao Paulo,220,4,3,4,4,acept,not furnished,3200,11000,1000,140,15340
Sao Paulo,50,1,1,0,1,acept,not furnished,0,950,0,15,965
Belo Horizonte,120,3,2,2,4,not acept,not furnished,350,1500,81,20,1951
Rio de Janeiro,75,2,2,1,12,acept,not furnished,798,1500,0,12,2310
Sao Paulo,70,2,2,2,8,acept,furnished,835,2700,102,35,3672
Porto Alegre,71,3,2,1,4,acept,not furnished,530,1300,48,19,1897
Sao Paulo,27,1,1,0,11,acept,not furnished,585,2000,0,26,2611
Sao Paulo,187,3,3,2,2,acept,not furnished,1300,2950,342,38,4630
Sao Paulo,110,3,2,1,10,acept,not furnished,1000,4500,0,58,5558
Sao Paulo,57,2,2,2,5,acept,not furnished,834,1510,190,20,2554
Sao Paulo,49,2,2,1,9,acept,not furnished,500,1460,100,19,2079
Sao Paulo,59,2,2,1,12,acept,not furnished,360,2200,18,28,2606
Sao Paulo,65,2,1,1,12,acept,furnished,740,1700,34,22,2496
Sao Paulo,220,4,2,2,9,acept,not furnished,2500,5000,692,64,8256
Sao Paulo,220,3,2,2,4,acept,not furnished,3100,6400,700,82,10280
Sao Paulo,88,2,2,1,1,acept,not furnished,1200,7300,0,93,8593
Sao Paulo,30,1,1,0,12,acept,furnished,350,3400,0,44,3794
Sao Paulo,49,2,1,1,6,acept,furnished,400,1800,0,23,2223
Rio de Janeiro,100,3,2,0,1,acept,not furnished,900,5900,309,77,7186
Rio de Janeiro,120,3,1,1,8,acept,not furnished,560,2300,209,30,3099
Sao Paulo,170,3,3,0,10,acept,not furnished,1900,7500,529,96,10030
Sao Paulo,70,1,1,1,6,not acept,furnished,650,3150,120,40,3960
Sao Paulo,80,1,1,1,10,acept,not furnished,1300,6500,0,83,7883
Sao Paulo,60,2,2,1,3,acept,furnished,900,5700,212,73,6885
Sao Paulo,100,3,3,3,1,acept,not furnished,1000,3300,417,42,4759
Sao Paulo,86,3,3,2,9,not acept,not furnished,550,2500,200,32,3282
Belo Horizonte,70,3,2,2,1,acept,not furnished,554,1900,228,26,2708
Sao Paulo,82,3,2,2,5,acept,not furnished,915,2100,252,27,3294
